id,cycle,setting2,s1,s10,s11,s19,RUL
40,135,0.62,462.54,0.94,37.14,84.93,58
40,136,0.8411,445.0,1.02,42.34,100.0,57
40,137,0.0,518.67,1.3,47.65,100.0,56
40,138,0.62,462.54,0.94,36.65,84.93,55
40,139,0.84,449.44,1.02,42.25,100.0,54
40,140,0.84,445.0,1.02,42.24,100.0,53
40,141,0.0,518.67,1.3,47.8,100.0,52
40,142,0.7,491.19,1.07,44.69,100.0,51
40,143,0.8415,449.44,1.02,42.24,100.0,50
40,144,0.7,491.19,1.07,44.56,100.0,49
40,145,0.62,462.54,0.93,36.81,84.93,48
40,146,0.0,518.67,1.3,47.73,100.0,47
40,147,0.8412,449.44,1.02,42.41,100.0,46
40,148,0.62,462.54,0.94,37.09,84.93,45
40,149,0.8405,445.0,1.02,42.53,100.0,44
40,150,0.8408,449.44,1.02,42.41,100.0,43
40,151,0.2515,489.05,1.26,45.76,100.0,42
40,152,0.8405,445.0,1.02,42.5,100.0,41
40,153,0.25,489.05,1.26,45.71,100.0,40
40,154,0.84,449.44,1.02,42.31,100.0,39
40,155,0.6214,462.54,0.94,37.07,84.93,38
40,156,0.0018,518.67,1.3,47.8,100.0,37
40,157,0.25,489.05,1.26,45.98,100.0,36
40,158,0.6208,462.54,0.94,36.93,84.93,35
40,159,0.84,445.0,1.02,42.52,100.0,34
40,160,0.7019,491.19,1.07,44.65,100.0,33
40,161,0.2502,489.05,1.26,45.8,100.0,32
40,162,0.25,489.05,1.26,45.81,100.0,31
40,163,0.0002,518.67,1.3,48.04,100.0,30
40,164,0.84,445.0,1.02,42.55,100.0,29
40,165,0.7017,491.19,1.07,44.9,100.0,28
40,166,0.8408,449.44,1.02,42.0,100.0,27
40,167,0.0,518.67,1.3,47.94,100.0,26
40,168,0.8406,449.44,1.02,42.26,100.0,25
40,169,0.8414,445.0,1.02,42.64,100.0,24
40,170,0.25,489.05,1.26,45.88,100.0,23
40,171,0.84,449.44,1.02,42.18,100.0,22
40,172,0.8403,449.44,1.02,42.39,100.0,21
40,173,0.6216,462.54,0.94,37.11,84.93,20
40,174,0.0,518.67,1.3,47.97,100.0,19
40,175,0.84,445.0,1.02,42.48,100.0,18
40,176,0.0008,518.67,1.3,47.94,100.0,17
40,177,0.84,445.0,1.02,42.63,100.0,16
40,178,0.84,445.0,1.02,42.51,100.0,15
40,179,0.0003,518.67,1.3,48.1,100.0,14
40,180,0.84,445.0,1.02,42.68,100.0,13
40,181,0.25,489.05,1.26,46.13,100.0,12
40,182,0.8401,449.44,1.02,42.47,100.0,11
40,183,0.7,491.19,1.07,44.94,100.0,10
40,184,0.84,445.0,1.02,42.58,100.0,9
40,185,0.8405,449.44,1.02,42.5,100.0,8
40,186,0.0,518.67,1.3,48.1,100.0,7
40,187,0.2504,489.05,1.26,46.1,100.0,6
40,188,0.0,518.67,1.3,48.12,100.0,5
40,189,0.8416,449.44,1.02,42.45,100.0,4
40,190,0.62,462.54,0.94,37.35,84.93,3
40,191,0.84,449.44,1.02,42.6,100.0,2
40,192,0.8407,445.0,1.02,42.55,100.0,1
40,193,0.8418,445.0,1.02,42.62,100.0,0
41,1,0.7,491.19,1.07,44.02,100.0,261
41,2,0.0,518.67,1.3,47.24,100.0,260
41,3,0.7009,491.19,1.08,44.31,100.0,259
41,4,0.7008,491.19,1.08,44.06,100.0,258
41,5,0.25,489.05,1.26,45.16,100.0,257
41,6,0.8419,445.0,1.02,41.81,100.0,256
41,7,0.25,489.05,1.26,45.2,100.0,255
41,8,0.84,445.0,1.02,41.98,100.0,254
41,9,0.8411,449.44,1.02,41.76,100.0,253
41,10,0.84,449.44,1.02,41.64,100.0,252
41,11,0.8419,445.0,1.02,41.99,100.0,251
41,12,0.25,489.05,1.26,45.26,100.0,250
41,13,0.0016,518.67,1.3,47.3,100.0,249
41,14,0.25,489.05,1.26,45.18,100.0,248
41,15,0.25,489.05,1.26,45.11,100.0,247
41,16,0.84,445.0,1.02,41.77,100.0,246
41,17,0.001,518.67,1.3,47.22,100.0,245
41,18,0.0,518.67,1.3,47.27,100.0,244
41,19,0.8406,445.0,1.02,41.85,100.0,243
41,20,0.8403,445.0,1.02,41.73,100.0,242
41,21,0.25,489.05,1.26,45.23,100.0,241
41,22,0.62,462.54,0.94,36.49,84.93,240
41,23,0.2514,489.05,1.26,45.13,100.0,239
41,24,0.84,445.0,1.02,42.08,100.0,238
41,25,0.7,491.19,1.08,44.11,100.0,237
41,26,0.25,489.05,1.26,45.17,100.0,236
41,27,0.8409,445.0,1.02,41.85,100.0,235
41,28,0.84,445.0,1.02,42.04,100.0,234
41,29,0.701,491.19,1.08,44.22,100.0,233
41,30,0.6219,462.54,0.94,36.52,84.93,232
41,31,0.84,445.0,1.02,41.82,100.0,231
41,32,0.7001,491.19,1.08,44.35,100.0,230
41,33,0.25,489.05,1.26,45.1,100.0,229
41,34,0.6218,462.54,0.94,36.64,84.93,228
41,35,0.2505,489.05,1.26,45.31,100.0,227
41,36,0.0,518.67,1.3,47.3,100.0,226
41,37,0.6207,462.54,0.94,36.87,84.93,225
41,38,0.25,489.05,1.26,45.22,100.0,224
41,39,0.62,462.54,0.94,36.73,84.93,223
41,40,0.8402,445.0,1.02,41.88,100.0,222
41,41,0.25,489.05,1.26,45.21,100.0,221
41,42,0.8413,445.0,1.02,42.04,100.0,220
41,43,0.84,445.0,1.02,41.89,100.0,219
41,44,0.8416,449.44,1.02,41.79,100.0,218
41,45,0.62,462.54,0.94,36.52,84.93,217
41,46,0.8408,445.0,1.02,41.74,100.0,216
41,47,0.84,445.0,1.02,42.2,100.0,215
41,48,0.8407,445.0,1.02,41.8,100.0,214
41,49,0.701,491.19,1.08,44.32,100.0,213
41,50,0.84,445.0,1.02,41.87,100.0,212
41,51,0.8404,445.0,1.02,41.89,100.0,211
41,52,0.62,462.54,0.94,36.8,84.93,210
41,53,0.2519,489.05,1.26,45.39,100.0,209
41,54,0.84,449.44,1.02,41.76,100.0,208
41,55,0.6217,462.54,0.94,36.53,84.93,207
41,56,0.84,449.44,1.02,41.67,100.0,206
41,57,0.25,489.05,1.26,45.36,100.0,205
41,58,0.8401,445.0,1.02,41.96,100.0,204
41,59,0.84,445.0,1.02,41.88,100.0,203
41,60,0.8406,445.0,1.02,42.01,100.0,202
41,61,0.8414,449.44,1.02,41.66,100.0,201
41,62,0.8409,445.0,1.02,42.01,100.0,200
41,63,0.62,462.54,0.94,36.78,84.93,199
41,64,0.6206,462.54,0.94,36.48,84.93,198
41,65,0.8408,445.0,1.02,42.02,100.0,197
41,66,0.7002,491.19,1.08,44.1,100.0,196
41,67,0.7,491.19,1.07,44.2,100.0,195
41,68,0.84,445.0,1.02,41.82,100.0,194
41,69,0.8414,445.0,1.02,41.88,100.0,193
41,70,0.84,445.0,1.02,42.01,100.0,192
41,71,0.8414,445.0,1.02,41.81,100.0,191
41,72,0.25,489.05,1.26,45.33,100.0,190
41,73,0.25,489.05,1.26,45.2,100.0,189
41,74,0.7012,491.19,1.08,44.29,100.0,188
41,75,0.8416,445.0,1.02,41.9,100.0,187
41,76,0.0004,518.67,1.3,47.28,100.0,186
41,77,0.6217,462.54,0.94,36.68,84.93,185
41,78,0.8402,449.44,1.02,41.88,100.0,184
41,79,0.0015,518.67,1.3,47.21,100.0,183
41,80,0.25,489.05,1.26,45.18,100.0,182
41,81,0.7,491.19,1.08,44.3,100.0,181
41,82,0.8415,445.0,1.02,41.98,100.0,180
41,83,0.7,491.19,1.07,44.15,100.0,179
41,84,0.6214,462.54,0.94,36.57,84.93,178
41,85,0.7,491.19,1.08,44.18,100.0,177
41,86,0.8402,449.44,1.02,41.51,100.0,176
41,87,0.8407,449.44,1.02,41.88,100.0,175
41,88,0.8402,445.0,1.02,41.84,100.0,174
41,89,0.7015,491.19,1.07,44.07,100.0,173
41,90,0.8413,449.44,1.03,41.8,100.0,172
41,91,0.0013,518.67,1.3,47.22,100.0,171
41,92,0.7015,491.19,1.08,44.33,100.0,170
41,93,0.84,449.44,1.02,41.8,100.0,169
41,94,0.002,518.67,1.3,47.3,100.0,168
41,95,0.84,445.0,1.02,42.1,100.0,167
41,96,0.84,445.0,1.02,42.17,100.0,166
41,97,0.62,462.54,0.94,36.74,84.93,165
41,98,0.8413,449.44,1.02,41.82,100.0,164
41,99,0.0,518.67,1.3,47.31,100.0,163
41,100,0.25,489.05,1.26,45.4,100.0,162
41,101,0.7,491.19,1.08,44.46,100.0,161
41,102,0.7019,491.19,1.08,44.26,100.0,160
41,103,0.8404,445.0,1.02,41.92,100.0,159
41,104,0.84,445.0,1.02,42.13,100.0,158
41,105,0.8408,445.0,1.02,42.0,100.0,157
41,106,0.0011,518.67,1.3,47.54,100.0,156
41,107,0.7,491.19,1.08,44.23,100.0,155
41,108,0.0,518.67,1.3,47.52,100.0,154
41,109,0.7002,491.19,1.08,44.18,100.0,153
41,110,0.0,518.67,1.3,47.2,100.0,152
41,111,0.25,489.05,1.26,45.33,100.0,151
41,112,0.84,445.0,1.02,41.98,100.0,150
41,113,0.62,462.54,0.94,36.76,84.93,149
41,114,0.0,518.67,1.3,47.39,100.0,148
41,115,0.0013,518.67,1.3,47.4,100.0,147
41,116,0.25,489.05,1.26,45.4,100.0,146
41,117,0.25,489.05,1.26,45.37,100.0,145
41,118,0.8406,445.0,1.02,41.95,100.0,144
41,119,0.84,445.0,1.02,41.79,100.0,143
41,120,0.25,489.05,1.26,45.34,100.0,142
41,121,0.8412,445.0,1.02,42.03,100.0,141
41,122,0.2503,489.05,1.26,45.39,100.0,140
41,123,0.8405,445.0,1.02,42.02,100.0,139
41,124,0.84,449.44,1.03,41.79,100.0,138
41,125,0.25,489.05,1.26,45.24,100.0,137
41,126,0.84,445.0,1.02,42.02,100.0,136
41,127,0.84,449.44,1.02,41.93,100.0,135
41,128,0.8408,445.0,1.02,41.93,100.0,134
41,129,0.0001,518.67,1.3,47.31,100.0,133
41,130,0.7,491.19,1.08,44.46,100.0,132
41,131,0.7015,491.19,1.08,44.34,100.0,131
41,132,0.84,445.0,1.02,42.03,100.0,130
41,133,0.7,491.19,1.08,44.31,100.0,129
41,134,0.7003,491.19,1.08,44.38,100.0,128
41,135,0.7,491.19,1.07,44.27,100.0,127
41,136,0.8406,445.0,1.02,42.01,100.0,126
41,137,0.84,449.44,1.02,41.8,100.0,125
41,138,0.84,449.44,1.02,41.68,100.0,124
41,139,0.8419,445.0,1.02,42.16,100.0,123
41,140,0.84,445.0,1.02,41.97,100.0,122
41,141,0.0,518.67,1.3,47.45,100.0,121
41,142,0.6203,462.54,0.94,36.75,84.93,120
41,143,0.7,491.19,1.08,44.34,100.0,119
41,144,0.62,462.54,0.94,36.54,84.93,118
41,145,0.84,449.44,1.02,41.89,100.0,117
41,146,0.84,445.0,1.02,41.98,100.0,116
41,147,0.84,445.0,1.02,41.98,100.0,115
41,148,0.7,491.19,1.08,44.34,100.0,114
41,149,0.25,489.05,1.26,45.52,100.0,113
41,150,0.6215,462.54,0.94,36.71,84.93,112
41,151,0.0009,518.67,1.3,47.5,100.0,111
41,152,0.84,445.0,1.02,42.1,100.0,110
41,153,0.0016,518.67,1.3,47.45,100.0,109
41,154,0.62,462.54,0.94,36.85,84.93,108
41,155,0.7,491.19,1.08,44.48,100.0,107
41,156,0.8417,445.0,1.02,42.1,100.0,106
41,157,0.8413,449.44,1.03,41.89,100.0,105
41,158,0.25,489.05,1.26,45.49,100.0,104
41,159,0.8417,449.44,1.02,41.9,100.0,103
41,160,0.84,445.0,1.02,42.14,100.0,102
41,161,0.8409,445.0,1.02,42.03,100.0,101
41,162,0.84,445.0,1.02,42.04,100.0,100
41,163,0.0,518.67,1.3,47.34,100.0,99
41,164,0.84,445.0,1.02,42.01,100.0,98
41,165,0.6207,462.54,0.94,36.67,84.93,97
41,166,0.7001,491.19,1.08,44.53,100.0,96
41,167,0.25,489.05,1.26,45.27,100.0,95
41,168,0.8416,449.44,1.02,41.88,100.0,94
41,169,0.0,518.67,1.3,47.54,100.0,93
41,170,0.0017,518.67,1.3,47.46,100.0,92
41,171,0.2514,489.05,1.26,45.57,100.0,91
41,172,0.84,449.44,1.02,41.91,100.0,90
41,173,0.841,445.0,1.02,42.24,100.0,89
41,174,0.84,449.44,1.02,41.95,100.0,88
41,175,0.0,518.67,1.3,47.5,100.0,87
41,176,0.84,445.0,1.02,42.14,100.0,86
41,177,0.25,489.05,1.26,45.48,100.0,85
41,178,0.84,445.0,1.02,42.29,100.0,84
41,179,0.7,491.19,1.08,44.19,100.0,83
41,180,0.8408,449.44,1.02,42.12,100.0,82
41,181,0.84,445.0,1.02,42.21,100.0,81
41,182,0.25,489.05,1.26,45.53,100.0,80
41,183,0.6218,462.54,0.94,36.83,84.93,79
41,184,0.25,489.05,1.26,45.48,100.0,78
41,185,0.7004,491.19,1.07,44.37,100.0,77
41,186,0.6212,462.54,0.94,36.77,84.93,76
41,187,0.7001,491.19,1.08,44.35,100.0,75
41,188,0.84,445.0,1.02,42.14,100.0,74
41,189,0.0,518.67,1.3,47.66,100.0,73
41,190,0.8415,449.44,1.02,41.98,100.0,72
41,191,0.0,518.67,1.3,47.68,100.0,71
41,192,0.7,491.19,1.08,44.46,100.0,70
41,193,0.8403,449.44,1.02,42.06,100.0,69
41,194,0.0,518.67,1.3,47.43,100.0,68
41,195,0.2507,489.05,1.26,45.62,100.0,67
41,196,0.84,449.44,1.02,42.19,100.0,66
41,197,0.6206,462.54,0.94,36.89,84.93,65
41,198,0.621,462.54,0.94,36.87,84.93,64
41,199,0.7016,491.19,1.08,44.55,100.0,63
41,200,0.62,462.54,0.94,36.93,84.93,62
41,201,0.8402,449.44,1.02,42.12,100.0,61
41,202,0.2508,489.05,1.26,45.55,100.0,60
41,203,0.7009,491.19,1.08,44.48,100.0,59
41,204,0.001,518.67,1.3,47.57,100.0,58
41,205,0.25,489.05,1.26,45.59,100.0,57
41,206,0.6203,462.54,0.94,37.0,84.93,56
41,207,0.8411,445.0,1.02,42.22,100.0,55
41,208,0.8412,445.0,1.02,42.2,100.0,54
41,209,0.84,445.0,1.02,42.39,100.0,53
41,210,0.84,445.0,1.02,42.26,100.0,52
41,211,0.841,449.44,1.02,42.11,100.0,51
41,212,0.7,491.19,1.08,44.68,100.0,50
41,213,0.0013,518.67,1.3,47.66,100.0,49
41,214,0.0003,518.67,1.3,47.57,100.0,48
41,215,0.8404,445.0,1.02,42.36,100.0,47
41,216,0.25,489.05,1.26,45.56,100.0,46
41,217,0.25,489.05,1.26,45.7,100.0,45
41,218,0.7,491.19,1.08,44.45,100.0,44
41,219,0.7002,491.19,1.08,44.55,100.0,43
41,220,0.84,449.44,1.02,42.24,100.0,42
41,221,0.8418,449.44,1.02,42.38,100.0,41
41,222,0.6204,462.54,0.94,37.1,84.93,40
41,223,0.7012,491.19,1.08,44.75,100.0,39
41,224,0.84,449.44,1.02,42.12,100.0,38
41,225,0.0002,518.67,1.3,47.91,100.0,37
41,226,0.6205,462.54,0.94,36.96,84.93,36
41,227,0.84,449.44,1.02,42.5,100.0,35
41,228,0.0,518.67,1.3,47.79,100.0,34
41,229,0.8415,449.44,1.02,42.34,100.0,33
41,230,0.2507,489.05,1.26,45.82,100.0,32
41,231,0.7018,491.19,1.08,44.61,100.0,31
41,232,0.6205,462.54,0.94,37.12,84.93,30
41,233,0.25,489.05,1.26,45.97,100.0,29
41,234,0.0007,518.67,1.3,47.91,100.0,28
41,235,0.8414,445.0,1.02,42.54,100.0,27
41,236,0.7,491.19,1.07,44.7,100.0,26
41,237,0.84,445.0,1.02,42.44,100.0,25
41,238,0.62,462.54,0.94,37.01,84.93,24
41,239,0.7004,491.19,1.07,44.71,100.0,23
41,240,0.252,489.05,1.26,45.79,100.0,22
41,241,0.84,449.44,1.02,42.19,100.0,21
41,242,0.6201,462.54,0.94,37.24,84.93,20
41,243,0.0017,518.67,1.3,47.87,100.0,19
41,244,0.7013,491.19,1.08,44.82,100.0,18
41,245,0.62,462.54,0.94,37.22,84.93,17
41,246,0.251,489.05,1.26,45.85,100.0,16
41,247,0.6206,462.54,0.94,37.27,84.93,15
41,248,0.2517,489.05,1.26,46.01,100.0,14
41,249,0.701,491.19,1.07,44.87,100.0,13
41,250,0.25,489.05,1.26,46.0,100.0,12
41,251,0.2506,489.05,1.26,46.08,100.0,11
41,252,0.84,449.44,1.02,42.39,100.0,10
41,253,0.8406,449.44,1.02,42.46,100.0,9
41,254,0.84,449.44,1.02,42.52,100.0,8
41,255,0.0012,518.67,1.3,48.29,100.0,7
41,256,0.0,518.67,1.3,48.21,100.0,6
41,257,0.001,518.67,1.3,48.1,100.0,5
41,258,0.84,449.44,1.02,42.37,100.0,4
41,259,0.84,449.44,1.02,42.67,100.0,3
41,260,0.7008,491.19,1.07,44.91,100.0,2
41,261,0.7012,491.19,1.08,44.98,100.0,1
41,262,0.8411,449.44,1.02,42.71,100.0,0
42,1,0.0003,518.67,1.3,47.54,100.0,220
42,2,0.7007,491.19,1.08,44.52,100.0,219
42,3,0.0001,518.67,1.3,47.65,100.0,218
42,4,0.84,445.0,1.02,42.39,100.0,217
42,5,0.0,518.67,1.3,47.58,100.0,216
42,6,0.7,491.19,1.08,44.27,100.0,215
42,7,0.2512,489.05,1.26,45.52,100.0,214
42,8,0.8416,445.0,1.02,42.04,100.0,213
42,9,0.84,445.0,1.02,42.14,100.0,212
42,10,0.25,489.05,1.26,45.42,100.0,211
42,11,0.6218,462.54,0.94,36.86,84.93,210
42,12,0.25,489.05,1.26,45.61,100.0,209
42,13,0.7,491.19,1.08,44.52,100.0,208
42,14,0.84,449.44,1.02,42.0,100.0,207
42,15,0.0014,518.67,1.3,47.84,100.0,206
42,16,0.84,445.0,1.02,42.3,100.0,205
42,17,0.25,489.05,1.26,45.69,100.0,204
42,18,0.0,518.67,1.3,47.71,100.0,203
42,19,0.84,449.44,1.02,42.12,100.0,202
42,20,0.25,489.05,1.26,45.64,100.0,201
42,21,0.7,491.19,1.08,44.44,100.0,200
42,22,0.7,491.19,1.07,44.43,100.0,199
42,23,0.8406,445.0,1.02,42.13,100.0,198
42,24,0.8406,449.44,1.02,42.07,100.0,197
42,25,0.84,445.0,1.02,42.09,100.0,196
42,26,0.8416,445.0,1.02,42.14,100.0,195
42,27,0.6216,462.54,0.94,36.85,84.93,194
42,28,0.84,445.0,1.02,42.12,100.0,193
42,29,0.7012,491.19,1.08,44.34,100.0,192
42,30,0.7,491.19,1.08,44.4,100.0,191
42,31,0.62,462.54,0.94,36.83,84.93,190
42,32,0.8402,445.0,1.02,42.08,100.0,189
42,33,0.8404,445.0,1.02,42.16,100.0,188
42,34,0.84,445.0,1.02,42.13,100.0,187
42,35,0.2509,489.05,1.26,45.34,100.0,186
42,36,0.0,518.67,1.3,47.64,100.0,185
42,37,0.62,462.54,0.94,36.89,84.93,184
42,38,0.2511,489.05,1.26,45.51,100.0,183
42,39,0.84,445.0,1.02,42.23,100.0,182
42,40,0.841,445.0,1.02,42.35,100.0,181
42,41,0.8412,449.44,1.02,41.81,100.0,180
42,42,0.8417,445.0,1.02,42.12,100.0,179
42,43,0.6218,462.54,0.94,36.57,84.93,178
42,44,0.0001,518.67,1.3,47.5,100.0,177
42,45,0.621,462.54,0.94,36.84,84.93,176
42,46,0.84,449.44,1.02,42.2,100.0,175
42,47,0.84,449.44,1.02,42.11,100.0,174
42,48,0.2517,489.05,1.26,45.47,100.0,173
42,49,0.84,445.0,1.02,42.15,100.0,172
42,50,0.25,489.05,1.26,45.44,100.0,171
42,51,0.702,491.19,1.07,44.49,100.0,170
42,52,0.8403,449.44,1.02,42.12,100.0,169
42,53,0.7,491.19,1.08,44.45,100.0,168
42,54,0.7,491.19,1.07,44.38,100.0,167
42,55,0.7,491.19,1.08,44.52,100.0,166
42,56,0.8405,445.0,1.02,42.13,100.0,165
42,57,0.84,445.0,1.02,42.22,100.0,164
42,58,0.62,462.54,0.94,37.01,84.93,163
42,59,0.84,445.0,1.02,42.36,100.0,162
42,60,0.842,445.0,1.02,42.2,100.0,161
42,61,0.8413,449.44,1.02,41.88,100.0,160
42,62,0.8409,449.44,1.02,42.09,100.0,159
42,63,0.702,491.19,1.07,44.52,100.0,158
42,64,0.84,445.0,1.02,42.17,100.0,157
42,65,0.84,445.0,1.02,42.11,100.0,156
42,66,0.84,445.0,1.02,42.18,100.0,155
42,67,0.7009,491.19,1.08,44.62,100.0,154
42,68,0.62,462.54,0.94,36.88,84.93,153
42,69,0.84,449.44,1.02,42.25,100.0,152
42,70,0.6219,462.54,0.94,36.71,84.93,151
42,71,0.8402,449.44,1.02,42.08,100.0,150
42,72,0.84,445.0,1.02,42.07,100.0,149
42,73,0.8403,449.44,1.02,42.1,100.0,148
42,74,0.2505,489.05,1.26,45.73,100.0,147
42,75,0.62,462.54,0.94,36.96,84.93,146
42,76,0.0002,518.67,1.3,47.57,100.0,145
42,77,0.0003,518.67,1.3,47.63,100.0,144
42,78,0.0,518.67,1.3,47.66,100.0,143
42,79,0.7009,491.19,1.07,44.46,100.0,142
42,80,0.25,489.05,1.26,45.84,100.0,141
42,81,0.84,445.0,1.02,42.33,100.0,140
42,82,0.25,489.05,1.26,45.67,100.0,139
42,83,0.8401,445.0,1.02,42.29,100.0,138
42,84,0.8403,445.0,1.02,42.22,100.0,137
42,85,0.8412,445.0,1.02,42.14,100.0,136
42,86,0.8404,445.0,1.02,42.3,100.0,135
42,87,0.8411,445.0,1.02,42.28,100.0,134
42,88,0.84,445.0,1.02,42.17,100.0,133
42,89,0.62,462.54,0.94,36.96,84.93,132
42,90,0.0,518.67,1.3,47.59,100.0,131
42,91,0.7,491.19,1.07,44.61,100.0,130
42,92,0.84,449.44,1.02,42.14,100.0,129
42,93,0.8409,445.0,1.02,42.2,100.0,128
42,94,0.8411,445.0,1.02,42.18,100.0,127
42,95,0.84,449.44,1.02,42.09,100.0,126
42,96,0.0003,518.67,1.3,47.78,100.0,125
42,97,0.84,449.44,1.02,42.07,100.0,124
42,98,0.84,445.0,1.02,42.36,100.0,123
42,99,0.2514,489.05,1.26,45.81,100.0,122
42,100,0.8418,445.0,1.02,42.18,100.0,121
42,101,0.8417,445.0,1.02,42.21,100.0,120
42,102,0.0012,518.67,1.3,47.75,100.0,119
42,103,0.0,518.67,1.3,47.74,100.0,118
42,104,0.8414,445.0,1.02,42.31,100.0,117
42,105,0.25,489.05,1.26,45.68,100.0,116
42,106,0.2504,489.05,1.26,45.58,100.0,115
42,107,0.2514,489.05,1.26,45.57,100.0,114
42,108,0.6202,462.54,0.94,36.78,84.93,113
42,109,0.25,489.05,1.26,45.67,100.0,112
42,110,0.841,445.0,1.02,42.33,100.0,111
42,111,0.8415,445.0,1.02,42.18,100.0,110
42,112,0.8405,445.0,1.02,42.18,100.0,109
42,113,0.6212,462.54,0.94,36.96,84.93,108
42,114,0.8412,449.44,1.02,42.19,100.0,107
42,115,0.0,518.67,1.3,47.92,100.0,106
42,116,0.7,491.19,1.08,44.57,100.0,105
42,117,0.8415,449.44,1.02,41.97,100.0,104
42,118,0.62,462.54,0.94,37.03,84.93,103
42,119,0.251,489.05,1.26,45.7,100.0,102
42,120,0.7,491.19,1.08,44.65,100.0,101
42,121,0.7,491.19,1.07,44.54,100.0,100
42,122,0.8412,445.0,1.02,42.5,100.0,99
42,123,0.62,462.54,0.94,37.01,84.93,98
42,124,0.84,445.0,1.02,42.37,100.0,97
42,125,0.84,449.44,1.02,41.93,100.0,96
42,126,0.84,445.0,1.02,42.37,100.0,95
42,127,0.2504,489.05,1.26,45.52,100.0,94
42,128,0.7009,491.19,1.08,44.6,100.0,93
42,129,0.701,491.19,1.08,44.35,100.0,92
42,130,0.84,449.44,1.02,42.2,100.0,91
42,131,0.25,489.05,1.26,45.83,100.0,90
42,132,0.62,462.54,0.94,36.89,84.93,89
42,133,0.0014,518.67,1.3,47.72,100.0,88
42,134,0.62,462.54,0.94,36.91,84.93,87
42,135,0.7,491.19,1.07,44.63,100.0,86
42,136,0.0012,518.67,1.3,47.82,100.0,85
42,137,0.62,462.54,0.94,36.76,84.93,84
42,138,0.25,489.05,1.26,45.68,100.0,83
42,139,0.8417,449.44,1.02,42.18,100.0,82
42,140,0.2503,489.05,1.26,45.67,100.0,81
42,141,0.8405,445.0,1.02,42.24,100.0,80
42,142,0.2513,489.05,1.26,45.69,100.0,79
42,143,0.0008,518.67,1.3,47.68,100.0,78
42,144,0.84,449.44,1.02,42.21,100.0,77
42,145,0.25,489.05,1.26,45.86,100.0,76
42,146,0.84,449.44,1.02,41.96,100.0,75
42,147,0.8419,445.0,1.02,42.44,100.0,74
42,148,0.25,489.05,1.26,45.66,100.0,73
42,149,0.0019,518.67,1.3,47.78,100.0,72
42,150,0.8418,445.0,1.02,42.21,100.0,71
42,151,0.6209,462.54,0.94,37.02,84.93,70
42,152,0.25,489.05,1.26,45.67,100.0,69
42,153,0.62,462.54,0.94,37.16,84.93,68
42,154,0.8405,445.0,1.02,42.33,100.0,67
42,155,0.6201,462.54,0.94,37.06,84.93,66
42,156,0.2506,489.05,1.26,45.54,100.0,65
42,157,0.84,445.0,1.02,42.22,100.0,64
42,158,0.8419,449.44,1.02,42.06,100.0,63
42,159,0.6203,462.54,0.94,37.0,84.93,62
42,160,0.6201,462.54,0.94,37.05,84.93,61
42,161,0.8412,449.44,1.02,42.31,100.0,60
42,162,0.8417,449.44,1.02,42.29,100.0,59
42,163,0.25,489.05,1.26,45.75,100.0,58
42,164,0.84,449.44,1.02,42.28,100.0,57
42,165,0.2507,489.05,1.26,45.73,100.0,56
42,166,0.62,462.54,0.94,37.05,84.93,55
42,167,0.62,462.54,0.94,37.08,84.93,54
42,168,0.62,462.54,0.93,36.97,84.93,53
42,169,0.8407,445.0,1.02,42.49,100.0,52
42,170,0.6218,462.54,0.94,37.03,84.93,51
42,171,0.841,449.44,1.02,42.19,100.0,50
42,172,0.62,462.54,0.94,37.21,84.93,49
42,173,0.0,518.67,1.3,47.98,100.0,48
42,174,0.8406,445.0,1.02,42.43,100.0,47
42,175,0.701,491.19,1.08,44.72,100.0,46
42,176,0.8419,445.0,1.02,42.41,100.0,45
42,177,0.7012,491.19,1.07,44.84,100.0,44
42,178,0.84,445.0,1.02,42.46,100.0,43
42,179,0.6203,462.54,0.94,37.21,84.93,42
42,180,0.0004,518.67,1.3,47.9,100.0,41
42,181,0.8418,445.0,1.02,42.48,100.0,40
42,182,0.6206,462.54,0.94,37.06,84.93,39
42,183,0.2514,489.05,1.26,45.68,100.0,38
42,184,0.0,518.67,1.3,47.89,100.0,37
42,185,0.25,489.05,1.26,46.02,100.0,36
42,186,0.8419,445.0,1.02,42.52,100.0,35
42,187,0.6202,462.54,0.94,36.95,84.93,34
42,188,0.84,445.0,1.02,42.55,100.0,33
42,189,0.0014,518.67,1.3,47.87,100.0,32
42,190,0.8408,449.44,1.02,42.32,100.0,31
42,191,0.252,489.05,1.26,46.06,100.0,30
42,192,0.25,489.05,1.26,45.86,100.0,29
42,193,0.7012,491.19,1.07,44.71,100.0,28
42,194,0.84,445.0,1.02,42.56,100.0,27
42,195,0.25,489.05,1.26,45.96,100.0,26
42,196,0.7015,491.19,1.08,44.76,100.0,25
42,197,0.7012,491.19,1.08,45.08,100.0,24
42,198,0.8407,445.0,1.02,42.51,100.0,23
42,199,0.84,445.0,1.02,42.66,100.0,22
42,200,0.841,449.44,1.02,42.41,100.0,21
42,201,0.84,445.0,1.02,42.53,100.0,20
42,202,0.2512,489.05,1.26,46.0,100.0,19
42,203,0.0002,518.67,1.3,48.12,100.0,18
42,204,0.62,462.54,0.94,37.35,84.93,17
42,205,0.0019,518.67,1.3,48.01,100.0,16
42,206,0.84,449.44,1.02,42.31,100.0,15
42,207,0.7,491.19,1.08,44.77,100.0,14
