id,cycle,setting2,s1,s2,s10,s11,s14,s16,s19,RUL
46,128,0.7007,491.19,607.43,1.08,44.24,8079.81,0.02,100.0,73
46,129,0.6212,462.54,536.95,0.94,36.8,7887.92,0.02,84.93,72
46,130,0.84,449.44,555.25,1.02,41.77,8088.8,0.02,100.0,71
46,131,0.8413,445.0,549.53,1.02,42.04,8101.33,0.02,100.0,70
46,132,0.7007,491.19,607.22,1.08,44.23,8075.28,0.02,100.0,69
46,133,0.84,449.44,555.83,1.02,41.95,8084.83,0.02,100.0,68
46,134,0.25,489.05,604.51,1.26,45.41,8150.94,0.03,100.0,67
46,135,0.8412,449.44,555.45,1.02,41.95,8081.55,0.02,100.0,66
46,136,0.2504,489.05,605.06,1.26,45.37,8157.39,0.03,100.0,65
46,137,0.8419,445.0,549.68,1.02,42.04,8106.33,0.02,100.0,64
46,138,0.7,491.19,607.07,1.08,44.33,8079.56,0.02,100.0,63
46,139,0.7008,491.19,607.23,1.08,44.27,8084.56,0.02,100.0,62
46,140,0.25,489.05,604.66,1.26,45.54,8151.76,0.03,100.0,61
46,141,0.8416,445.0,550.18,1.02,42.06,8110.79,0.02,100.0,60
46,142,0.7,491.19,606.82,1.08,44.38,8081.97,0.02,100.0,59
46,143,0.62,462.54,536.47,0.94,36.74,7893.54,0.02,84.93,58
46,144,0.7,491.19,607.82,1.08,44.33,8082.2,0.02,100.0,57
46,145,0.6209,462.54,536.41,0.94,36.73,7892.82,0.02,84.93,56
46,146,0.62,462.54,536.65,0.94,36.72,7898.12,0.02,84.93,55
46,147,0.8404,445.0,550.19,1.02,42.07,8108.18,0.02,100.0,54
46,148,0.0001,518.67,642.44,1.3,47.53,8165.7,0.03,100.0,53
46,149,0.8404,445.0,549.36,1.02,41.98,8110.39,0.02,100.0,52
46,150,0.62,462.54,535.8,0.94,36.62,7892.69,0.02,84.93,51
46,151,0.84,445.0,549.69,1.02,42.19,8109.71,0.02,100.0,50
46,152,0.8405,445.0,550.24,1.02,41.86,8107.74,0.02,100.0,49
46,153,0.25,489.05,604.78,1.26,45.42,8156.58,0.03,100.0,48
46,154,0.84,445.0,549.37,1.02,42.26,8115.07,0.02,100.0,47
46,155,0.84,445.0,549.47,1.02,42.14,8114.99,0.02,100.0,46
46,156,0.2518,489.05,604.37,1.26,45.5,8163.66,0.03,100.0,45
46,157,0.0,518.67,642.96,1.3,47.51,8162.74,0.03,100.0,44
46,158,0.8406,449.44,556.43,1.02,42.18,8094.0,0.02,100.0,43
46,159,0.7,491.19,607.4,1.08,44.47,8089.58,0.02,100.0,42
46,160,0.2514,489.05,604.84,1.26,45.4,8157.88,0.03,100.0,41
46,161,0.8409,445.0,549.65,1.03,42.25,8113.73,0.02,100.0,40
46,162,0.252,489.05,604.82,1.26,45.53,8162.7,0.03,100.0,39
46,163,0.2506,489.05,604.6,1.26,45.52,8158.53,0.03,100.0,38
46,164,0.6206,462.54,537.02,0.94,36.84,7897.64,0.02,84.93,37
46,165,0.25,489.05,604.89,1.26,45.84,8160.24,0.03,100.0,36
46,166,0.7,491.19,607.81,1.08,44.43,8088.86,0.02,100.0,35
46,167,0.0005,518.67,642.67,1.3,47.85,8167.33,0.03,100.0,34
46,168,0.6206,462.54,536.93,0.94,36.94,7901.08,0.02,84.93,33
46,169,0.84,445.0,549.86,1.03,42.24,8116.73,0.02,100.0,32
46,170,0.84,445.0,549.95,1.02,42.16,8120.28,0.02,100.0,31
46,171,0.7,491.19,608.16,1.07,44.5,8098.88,0.02,100.0,30
46,172,0.6215,462.54,536.9,0.94,37.14,7903.09,0.02,84.93,29
46,173,0.7009,491.19,608.13,1.08,44.71,8090.35,0.02,100.0,28
46,174,0.7017,491.19,607.59,1.07,44.37,8099.06,0.02,100.0,27
46,175,0.0,518.67,642.84,1.3,47.73,8174.36,0.03,100.0,26
46,176,0.0,518.67,643.29,1.3,47.68,8175.5,0.03,100.0,25
46,177,0.84,445.0,550.01,1.02,42.28,8121.45,0.02,100.0,24
46,178,0.7,491.19,607.96,1.08,44.61,8101.89,0.02,100.0,23
46,179,0.0,518.67,642.27,1.3,47.76,8177.08,0.03,100.0,22
46,180,0.0,518.67,643.44,1.3,47.86,8183.38,0.03,100.0,21
46,181,0.84,445.0,550.19,1.02,42.24,8124.68,0.02,100.0,20
46,182,0.8402,445.0,549.77,1.02,42.19,8127.57,0.02,100.0,19
46,183,0.84,445.0,550.42,1.02,42.33,8132.11,0.02,100.0,18
46,184,0.2506,489.05,605.13,1.26,45.79,8172.29,0.03,100.0,17
46,185,0.84,445.0,550.06,1.02,42.58,8133.58,0.02,100.0,16
46,186,0.0,518.67,642.71,1.3,47.77,8179.5,0.03,100.0,15
46,187,0.6204,462.54,537.07,0.94,37.09,7914.7,0.02,84.93,14
46,188,0.62,462.54,537.58,0.94,37.0,7913.05,0.02,84.93,13
46,189,0.0,518.67,643.38,1.3,48.08,8187.02,0.03,100.0,12
46,190,0.7,491.19,608.65,1.07,44.72,8110.2,0.03,100.0,11
46,191,0.84,445.0,550.28,1.02,42.4,8132.71,0.02,100.0,10
46,192,0.6212,462.54,537.78,0.94,37.2,7912.56,0.02,84.93,9
46,193,0.84,449.44,556.66,1.02,42.24,8124.91,0.02,100.0,8
46,194,0.8402,445.0,550.46,1.02,42.45,8143.3,0.02,100.0,7
46,195,0.2518,489.05,605.44,1.26,45.9,8192.7,0.03,100.0,6
46,196,0.8409,449.44,555.87,1.02,42.3,8122.7,0.02,100.0,5
46,197,0.25,489.05,605.94,1.26,46.03,8191.17,0.03,100.0,4
46,198,0.2501,489.05,605.99,1.26,45.75,8192.16,0.03,100.0,3
46,199,0.8416,445.0,550.39,1.02,42.59,8150.99,0.02,100.0,2
46,200,0.0006,518.67,643.51,1.3,47.96,8196.18,0.03,100.0,1
46,201,0.8402,445.0,550.27,1.03,42.62,8145.66,0.02,100.0,0
47,1,0.7016,491.19,607.53,1.08,43.97,8064.54,0.02,100.0,245
47,2,0.8416,449.44,555.41,1.02,41.7,8070.88,0.02,100.0,244
47,3,0.7008,491.19,606.87,1.08,44.1,8065.79,0.02,100.0,243
47,4,0.2502,489.05,604.2,1.26,45.19,8129.59,0.03,100.0,242
47,5,0.7,491.19,607.41,1.08,44.1,8067.77,0.02,100.0,241
47,6,0.6209,462.54,536.96,0.94,36.59,7874.4,0.02,84.93,240
47,7,0.8417,445.0,548.93,1.02,42.06,8091.4,0.02,100.0,239
47,8,0.25,489.05,604.85,1.26,45.26,8134.47,0.03,100.0,238
47,9,0.84,445.0,549.49,1.02,41.81,8089.52,0.02,100.0,237
47,10,0.84,445.0,549.1,1.02,41.86,8089.68,0.02,100.0,236
47,11,0.62,462.54,536.64,0.94,36.62,7871.85,0.02,84.93,235
47,12,0.25,489.05,604.21,1.26,45.24,8134.93,0.03,100.0,234
47,13,0.8413,445.0,549.39,1.02,41.78,8083.29,0.02,100.0,233
47,14,0.7017,491.19,607.28,1.08,44.2,8068.04,0.02,100.0,232
47,15,0.84,445.0,548.78,1.02,41.75,8090.42,0.02,100.0,231
47,16,0.0,518.67,642.26,1.3,47.34,8135.95,0.03,100.0,230
47,17,0.2516,489.05,604.92,1.26,45.36,8137.92,0.03,100.0,229
47,18,0.84,449.44,555.15,1.02,41.84,8072.09,0.02,100.0,228
47,19,0.0,518.67,642.14,1.3,47.29,8142.54,0.03,100.0,227
47,20,0.25,489.05,604.34,1.26,45.42,8135.35,0.03,100.0,226
47,21,0.84,445.0,550.0,1.02,41.95,8090.61,0.02,100.0,225
47,22,0.7011,491.19,607.4,1.08,44.34,8062.17,0.02,100.0,224
47,23,0.7008,491.19,606.93,1.08,44.38,8069.7,0.02,100.0,223
47,24,0.2519,489.05,604.87,1.26,45.19,8139.84,0.03,100.0,222
47,25,0.7003,491.19,606.86,1.08,44.16,8060.56,0.02,100.0,221
47,26,0.62,462.54,536.34,0.94,36.63,7875.12,0.02,84.93,220
47,27,0.84,445.0,549.44,1.02,41.88,8089.76,0.02,100.0,219
47,28,0.84,445.0,549.8,1.02,41.93,8087.64,0.02,100.0,218
47,29,0.0015,518.67,641.77,1.3,47.35,8139.31,0.03,100.0,217
47,30,0.6205,462.54,536.84,0.94,36.75,7876.44,0.02,84.93,216
47,31,0.84,449.44,555.51,1.02,41.68,8074.29,0.02,100.0,215
47,32,0.7018,491.19,607.22,1.08,44.19,8065.79,0.02,100.0,214
47,33,0.841,449.44,556.09,1.02,41.77,8064.78,0.02,100.0,213
47,34,0.0,518.67,642.61,1.3,47.25,8139.33,0.03,100.0,212
47,35,0.62,462.54,536.87,0.94,36.65,7879.34,0.02,84.93,211
47,36,0.8415,445.0,548.73,1.02,42.03,8089.63,0.02,100.0,210
47,37,0.842,445.0,549.2,1.02,41.78,8088.8,0.02,100.0,209
47,38,0.251,489.05,604.02,1.26,45.28,8134.55,0.03,100.0,208
47,39,0.0,518.67,642.52,1.3,47.26,8138.74,0.03,100.0,207
47,40,0.25,489.05,604.17,1.26,45.18,8136.51,0.03,100.0,206
47,41,0.8407,449.44,555.49,1.02,41.85,8067.02,0.02,100.0,205
47,42,0.621,462.54,536.65,0.94,36.76,7879.79,0.02,84.93,204
47,43,0.7,491.19,607.52,1.08,44.2,8065.61,0.02,100.0,203
47,44,0.2507,489.05,605.11,1.26,45.54,8140.03,0.03,100.0,202
47,45,0.25,489.05,604.8,1.26,45.46,8135.49,0.03,100.0,201
47,46,0.2513,489.05,604.13,1.26,45.26,8134.57,0.03,100.0,200
47,47,0.7,491.19,606.85,1.07,44.16,8063.77,0.02,100.0,199
47,48,0.8412,445.0,548.97,1.02,41.92,8095.08,0.02,100.0,198
47,49,0.0,518.67,641.92,1.3,47.31,8138.04,0.03,100.0,197
47,50,0.001,518.67,642.39,1.3,47.34,8139.28,0.03,100.0,196
47,51,0.8412,449.44,555.39,1.02,41.95,8072.4,0.02,100.0,195
47,52,0.0009,518.67,642.43,1.3,47.25,8142.82,0.03,100.0,194
47,53,0.8418,449.44,554.85,1.02,41.89,8072.56,0.02,100.0,193
47,54,0.84,445.0,549.17,1.02,41.89,8083.61,0.02,100.0,192
47,55,0.8417,445.0,549.7,1.02,42.07,8089.43,0.02,100.0,191
47,56,0.62,462.54,537.1,0.94,36.6,7879.57,0.02,84.93,190
47,57,0.25,489.05,604.11,1.26,45.34,8130.29,0.03,100.0,189
47,58,0.62,462.54,537.15,0.94,36.81,7879.2,0.02,84.93,188
47,59,0.2518,489.05,604.45,1.26,45.31,8139.4,0.03,100.0,187
47,60,0.84,449.44,555.74,1.02,41.74,8072.75,0.02,100.0,186
47,61,0.8416,445.0,549.06,1.02,41.86,8085.55,0.02,100.0,185
47,62,0.8417,445.0,549.61,1.02,41.97,8087.91,0.02,100.0,184
47,63,0.0,518.67,642.44,1.3,47.18,8141.74,0.03,100.0,183
47,64,0.84,445.0,549.25,1.02,42.04,8089.27,0.02,100.0,182
47,65,0.84,445.0,549.29,1.02,42.19,8090.49,0.02,100.0,181
47,66,0.62,462.54,536.87,0.94,36.67,7878.47,0.02,84.93,180
47,67,0.84,445.0,549.13,1.02,42.0,8087.89,0.02,100.0,179
47,68,0.84,445.0,549.6,1.02,41.97,8087.69,0.02,100.0,178
47,69,0.7,491.19,607.35,1.08,44.23,8064.78,0.02,100.0,177
47,70,0.7014,491.19,607.35,1.08,44.19,8069.47,0.02,100.0,176
47,71,0.7015,491.19,607.04,1.08,44.35,8057.16,0.02,100.0,175
47,72,0.8418,449.44,555.83,1.02,41.79,8069.1,0.02,100.0,174
47,73,0.25,489.05,604.13,1.26,45.35,8137.89,0.03,100.0,173
47,74,0.84,445.0,549.58,1.02,41.83,8086.09,0.02,100.0,172
47,75,0.84,445.0,549.71,1.02,42.11,8090.44,0.02,100.0,171
47,76,0.7,491.19,607.33,1.08,44.43,8069.04,0.02,100.0,170
47,77,0.8415,449.44,555.42,1.02,41.86,8073.32,0.02,100.0,169
47,78,0.7,491.19,607.59,1.08,44.21,8066.06,0.02,100.0,168
47,79,0.84,445.0,549.71,1.02,42.01,8088.04,0.02,100.0,167
47,80,0.8402,445.0,549.47,1.02,42.03,8093.57,0.02,100.0,166
47,81,0.62,462.54,536.76,0.94,36.75,7875.03,0.02,84.93,165
47,82,0.8414,445.0,548.7,1.02,41.91,8094.33,0.02,100.0,164
47,83,0.84,445.0,549.42,1.02,41.98,8085.53,0.02,100.0,163
47,84,0.84,445.0,549.63,1.02,41.91,8092.2,0.02,100.0,162
47,85,0.002,518.67,642.54,1.3,47.34,8140.84,0.03,100.0,161
47,86,0.6205,462.54,536.37,0.94,36.65,7877.39,0.02,84.93,160
47,87,0.6209,462.54,536.1,0.94,36.59,7882.26,0.02,84.93,159
47,88,0.8401,449.44,555.59,1.02,41.81,8072.06,0.02,100.0,158
47,89,0.84,449.44,555.54,1.02,41.79,8076.03,0.02,100.0,157
47,90,0.6217,462.54,536.26,0.94,36.61,7876.68,0.02,84.93,156
47,91,0.7006,491.19,607.7,1.08,44.44,8068.62,0.02,100.0,155
47,92,0.7001,491.19,607.19,1.08,44.14,8068.05,0.02,100.0,154
47,93,0.0,518.67,642.3,1.3,47.45,8141.11,0.03,100.0,153
47,94,0.84,445.0,549.85,1.02,41.94,8084.56,0.02,100.0,152
47,95,0.0016,518.67,642.21,1.3,47.23,8143.73,0.03,100.0,151
47,96,0.7013,491.19,607.15,1.08,44.37,8067.42,0.02,100.0,150
47,97,0.84,449.44,555.64,1.02,41.92,8075.45,0.02,100.0,149
47,98,0.8419,445.0,549.76,1.02,42.13,8083.3,0.02,100.0,148
47,99,0.62,462.54,536.5,0.94,36.72,7881.42,0.02,84.93,147
47,100,0.841,445.0,549.48,1.02,41.98,8092.75,0.02,100.0,146
47,101,0.2506,489.05,605.1,1.26,45.24,8131.34,0.03,100.0,145
47,102,0.7008,491.19,607.44,1.08,44.54,8071.71,0.02,100.0,144
47,103,0.25,489.05,605.09,1.26,45.35,8138.57,0.03,100.0,143
47,104,0.0,518.67,641.63,1.3,47.34,8141.4,0.03,100.0,142
47,105,0.6214,462.54,536.91,0.94,36.56,7880.08,0.02,84.93,141
47,106,0.25,489.05,605.06,1.26,45.43,8140.03,0.03,100.0,140
47,107,0.84,445.0,549.39,1.02,42.17,8094.01,0.02,100.0,139
47,108,0.8407,445.0,549.05,1.02,41.98,8091.64,0.02,100.0,138
47,109,0.2503,489.05,605.04,1.26,45.44,8139.25,0.03,100.0,137
47,110,0.7008,491.19,607.07,1.08,44.31,8068.44,0.02,100.0,136
47,111,0.8407,445.0,549.25,1.02,42.05,8093.7,0.02,100.0,135
47,112,0.2516,489.05,604.62,1.26,45.38,8138.23,0.03,100.0,134
47,113,0.6208,462.54,537.09,0.94,36.76,7879.14,0.02,84.93,133
47,114,0.8412,445.0,549.83,1.02,42.0,8091.33,0.02,100.0,132
47,115,0.84,449.44,555.45,1.02,41.8,8074.12,0.02,100.0,131
47,116,0.25,489.05,605.06,1.26,45.17,8139.39,0.03,100.0,130
47,117,0.84,445.0,549.59,1.02,41.92,8091.22,0.02,100.0,129
47,118,0.84,449.44,555.79,1.02,41.76,8077.84,0.02,100.0,128
47,119,0.8418,445.0,549.22,1.02,41.86,8088.76,0.02,100.0,127
47,120,0.6213,462.54,535.97,0.94,36.82,7881.1,0.02,84.93,126
47,121,0.7002,491.19,606.94,1.08,44.43,8074.04,0.02,100.0,125
47,122,0.84,449.44,555.37,1.02,42.01,8071.77,0.02,100.0,124
47,123,0.25,489.05,604.83,1.26,45.45,8142.26,0.03,100.0,123
47,124,0.62,462.54,536.65,0.94,36.53,7884.18,0.02,84.93,122
47,125,0.62,462.54,537.15,0.94,36.65,7882.71,0.02,84.93,121
47,126,0.2504,489.05,604.86,1.26,45.26,8142.0,0.03,100.0,120
47,127,0.7007,491.19,607.76,1.08,44.37,8069.17,0.02,100.0,119
47,128,0.84,449.44,555.54,1.02,41.83,8077.66,0.02,100.0,118
47,129,0.8416,445.0,549.67,1.02,42.03,8099.32,0.02,100.0,117
47,130,0.2501,489.05,604.75,1.26,45.32,8143.5,0.03,100.0,116
47,131,0.84,445.0,549.82,1.03,42.14,8101.49,0.02,100.0,115
47,132,0.62,462.54,536.86,0.94,36.78,7883.58,0.02,84.93,114
47,133,0.62,462.54,536.64,0.94,36.64,7880.73,0.02,84.93,113
47,134,0.84,449.44,555.84,1.02,41.89,8076.23,0.02,100.0,112
47,135,0.8404,445.0,549.24,1.02,42.06,8096.88,0.02,100.0,111
47,136,0.62,462.54,536.58,0.94,36.61,7883.44,0.02,84.93,110
47,137,0.0013,518.67,642.1,1.3,47.37,8151.44,0.03,100.0,109
47,138,0.2509,489.05,604.97,1.26,45.29,8147.29,0.03,100.0,108
47,139,0.84,449.44,556.35,1.02,41.84,8085.01,0.02,100.0,107
47,140,0.7,491.19,607.36,1.07,44.35,8074.96,0.02,100.0,106
47,141,0.6204,462.54,537.07,0.94,36.76,7885.34,0.02,84.93,105
47,142,0.7,491.19,607.09,1.08,44.36,8080.05,0.02,100.0,104
47,143,0.8412,449.44,555.84,1.02,41.86,8077.06,0.02,100.0,103
47,144,0.84,449.44,555.86,1.02,41.87,8080.08,0.02,100.0,102
47,145,0.0,518.67,642.19,1.3,47.46,8146.2,0.03,100.0,101
47,146,0.62,462.54,536.66,0.94,36.71,7885.55,0.02,84.93,100
47,147,0.84,445.0,549.43,1.02,42.23,8103.5,0.02,100.0,99
47,148,0.62,462.54,536.26,0.94,36.83,7887.8,0.02,84.93,98
47,149,0.7,491.19,607.78,1.08,44.19,8078.87,0.02,100.0,97
47,150,0.8413,449.44,555.96,1.02,41.76,8082.6,0.02,100.0,96
47,151,0.2517,489.05,604.92,1.26,45.26,8142.93,0.03,100.0,95
47,152,0.25,489.05,604.17,1.26,45.49,8145.78,0.03,100.0,94
47,153,0.0017,518.67,643.11,1.3,47.68,8155.38,0.03,100.0,93
47,154,0.7019,491.19,607.94,1.07,44.26,8075.05,0.02,100.0,92
47,155,0.84,449.44,555.41,1.02,41.87,8083.97,0.02,100.0,91
47,156,0.84,445.0,549.74,1.02,42.04,8102.07,0.02,100.0,90
47,157,0.0004,518.67,642.35,1.3,47.45,8154.61,0.03,100.0,89
47,158,0.7019,491.19,607.8,1.08,44.33,8077.57,0.02,100.0,88
47,159,0.0008,518.67,643.02,1.3,47.48,8157.21,0.03,100.0,87
47,160,0.8409,445.0,549.74,1.02,42.12,8097.6,0.02,100.0,86
47,161,0.62,462.54,537.23,0.94,36.76,7880.73,0.02,84.93,85
47,162,0.8418,445.0,549.49,1.02,42.26,8100.33,0.02,100.0,84
47,163,0.84,445.0,550.21,1.02,42.11,8108.98,0.02,100.0,83
47,164,0.84,449.44,555.77,1.02,41.91,8087.24,0.02,100.0,82
47,165,0.6211,462.54,536.81,0.94,36.63,7889.81,0.02,84.93,81
47,166,0.8415,445.0,549.89,1.02,42.22,8101.5,0.02,100.0,80
47,167,0.8402,449.44,555.73,1.02,41.78,8084.81,0.02,100.0,79
47,168,0.7,491.19,607.67,1.07,44.47,8078.68,0.02,100.0,78
47,169,0.84,449.44,556.08,1.02,41.94,8090.52,0.02,100.0,77
47,170,0.0019,518.67,642.09,1.3,47.5,8156.92,0.03,100.0,76
47,171,0.62,462.54,536.57,0.94,36.83,7895.36,0.02,84.93,75
47,172,0.84,449.44,556.08,1.02,41.93,8089.26,0.02,100.0,74
47,173,0.84,445.0,549.71,1.02,42.35,8110.92,0.02,100.0,73
47,174,0.7008,491.19,607.18,1.08,44.29,8081.48,0.02,100.0,72
47,175,0.0,518.67,642.65,1.3,47.42,8150.24,0.03,100.0,71
47,176,0.701,491.19,607.51,1.08,44.42,8087.6,0.03,100.0,70
47,177,0.8418,445.0,549.83,1.02,42.13,8110.69,0.02,100.0,69
47,178,0.0,518.67,642.83,1.3,47.55,8160.62,0.03,100.0,68
47,179,0.7011,491.19,607.54,1.07,44.44,8084.68,0.02,100.0,67
47,180,0.6208,462.54,536.72,0.94,36.76,7902.12,0.02,84.93,66
47,181,0.8415,449.44,556.46,1.02,42.1,8094.17,0.02,100.0,65
47,182,0.2511,489.05,604.85,1.26,45.4,8157.73,0.03,100.0,64
47,183,0.6206,462.54,536.82,0.94,36.8,7897.26,0.02,84.93,63
47,184,0.0,518.67,642.19,1.3,47.34,8166.79,0.03,100.0,62
47,185,0.62,462.54,536.97,0.94,36.8,7895.25,0.02,84.93,61
47,186,0.0,518.67,642.15,1.3,47.64,8167.66,0.03,100.0,60
47,187,0.2501,489.05,605.32,1.26,45.36,8157.25,0.03,100.0,59
47,188,0.842,449.44,555.95,1.02,42.05,8094.11,0.02,100.0,58
47,189,0.6218,462.54,536.67,0.94,36.86,7895.12,0.02,84.93,57
47,190,0.7,491.19,607.73,1.07,44.57,8088.69,0.02,100.0,56
47,191,0.7001,491.19,607.64,1.08,44.39,8092.5,0.02,100.0,55
47,192,0.6215,462.54,536.78,0.94,36.9,7901.04,0.02,84.93,54
47,193,0.62,462.54,536.81,0.94,36.92,7897.84,0.02,84.93,53
47,194,0.25,489.05,605.25,1.26,45.36,8166.58,0.03,100.0,52
47,195,0.8412,445.0,549.76,1.03,42.1,8120.05,0.02,100.0,51
47,196,0.25,489.05,605.24,1.26,45.55,8165.62,0.03,100.0,50
47,197,0.0,518.67,642.24,1.3,47.67,8174.74,0.03,100.0,49
47,198,0.84,445.0,550.34,1.02,42.31,8122.03,0.02,100.0,48
47,199,0.7014,491.19,607.4,1.07,44.58,8093.78,0.02,100.0,47
47,200,0.62,462.54,537.06,0.94,36.78,7904.53,0.02,84.93,46
47,201,0.0,518.67,643.16,1.3,47.65,8179.11,0.03,100.0,45
47,202,0.0,518.67,643.06,1.3,47.75,8170.09,0.03,100.0,44
47,203,0.8414,445.0,549.9,1.02,42.31,8125.17,0.02,100.0,43
47,204,0.25,489.05,605.03,1.26,45.62,8177.72,0.03,100.0,42
47,205,0.62,462.54,537.23,0.94,36.64,7908.95,0.02,84.93,41
47,206,0.2518,489.05,604.99,1.26,45.55,8169.35,0.03,100.0,40
47,207,0.84,445.0,549.59,1.02,42.45,8125.82,0.02,100.0,39
47,208,0.6215,462.54,537.29,0.94,36.94,7915.48,0.02,84.93,38
47,209,0.25,489.05,604.82,1.26,45.52,8173.86,0.03,100.0,37
47,210,0.84,449.44,555.71,1.03,42.19,8106.32,0.02,100.0,36
47,211,0.621,462.54,537.54,0.94,37.0,7910.09,0.02,84.93,35
47,212,0.84,445.0,549.87,1.02,42.36,8139.05,0.02,100.0,34
47,213,0.8416,449.44,555.79,1.02,41.93,8120.2,0.02,100.0,33
47,214,0.0,518.67,642.49,1.3,47.63,8184.45,0.03,100.0,32
47,215,0.6213,462.54,536.99,0.94,36.86,7910.93,0.02,84.93,31
47,216,0.84,445.0,550.27,1.03,42.19,8136.77,0.02,100.0,30
47,217,0.0017,518.67,643.68,1.3,47.77,8193.65,0.03,100.0,29
47,218,0.8411,445.0,549.8,1.02,42.28,8137.4,0.02,100.0,28
47,219,0.8407,445.0,550.4,1.03,42.35,8136.97,0.02,100.0,27
47,220,0.84,449.44,555.87,1.02,42.17,8126.5,0.02,100.0,26
47,221,0.6217,462.54,537.74,0.94,37.1,7918.39,0.02,84.93,25
47,222,0.84,449.44,556.44,1.02,42.06,8127.87,0.02,100.0,24
47,223,0.6205,462.54,537.24,0.94,36.8,7919.76,0.02,84.93,23
47,224,0.0,518.67,643.02,1.3,47.84,8196.37,0.03,100.0,22
47,225,0.84,449.44,555.99,1.02,42.08,8128.9,0.02,100.0,21
47,226,0.7,491.19,607.33,1.07,44.67,8120.97,0.03,100.0,20
47,227,0.841,449.44,556.6,1.02,41.97,8129.18,0.02,100.0,19
47,228,0.0012,518.67,643.48,1.3,47.93,8201.05,0.03,100.0,18
47,229,0.84,445.0,549.59,1.03,42.37,8150.35,0.02,100.0,17
47,230,0.2507,489.05,605.48,1.26,45.93,8192.28,0.03,100.0,16
47,231,0.84,445.0,550.54,1.02,42.58,8158.1,0.02,100.0,15
47,232,0.0,518.67,643.1,1.3,47.71,8211.22,0.03,100.0,14
47,233,0.8417,445.0,550.35,1.03,42.47,8160.76,0.02,100.0,13
47,234,0.84,445.0,550.25,1.03,42.44,8157.93,0.02,100.0,12
47,235,0.7,491.19,607.99,1.07,44.72,8135.76,0.02,100.0,11
47,236,0.2502,489.05,605.4,1.26,45.68,8203.53,0.03,100.0,10
47,237,0.8401,449.44,555.61,1.03,42.28,8143.15,0.02,100.0,9
47,238,0.0,518.67,643.51,1.3,47.88,8217.71,0.03,100.0,8
47,239,0.0,518.67,643.54,1.3,48.0,8217.66,0.03,100.0,7
47,240,0.0,518.67,643.83,1.3,48.15,8220.1,0.03,100.0,6
47,241,0.6212,462.54,537.19,0.94,37.09,7947.68,0.02,84.93,5
47,242,0.8417,445.0,550.22,1.03,42.51,8171.52,0.02,100.0,4
47,243,0.7001,491.19,608.14,1.07,44.71,8148.44,0.03,100.0,3
47,244,0.25,489.05,605.3,1.26,46.07,8220.58,0.03,100.0,2
47,245,0.7,491.19,608.38,1.07,44.85,8147.93,0.03,100.0,1
47,246,0.8411,445.0,550.97,1.03,42.66,8186.65,0.02,100.0,0
48,1,0.84,449.44,555.55,1.02,41.87,8062.58,0.02,100.0,238
48,2,0.8406,449.44,555.91,1.02,41.79,8057.02,0.02,100.0,237
48,3,0.7015,491.19,607.33,1.08,44.24,8053.5,0.02,100.0,236
48,4,0.25,489.05,604.8,1.26,45.4,8131.75,0.03,100.0,235
48,5,0.84,445.0,549.36,1.02,41.93,8075.84,0.02,100.0,234
48,6,0.84,449.44,555.0,1.02,41.81,8059.48,0.02,100.0,233
48,7,0.0,518.67,642.23,1.3,47.21,8125.68,0.03,100.0,232
48,8,0.84,445.0,549.75,1.02,41.88,8076.55,0.02,100.0,231
48,9,0.7,491.19,606.92,1.08,44.32,8055.73,0.02,100.0,230
48,10,0.8417,449.44,555.64,1.02,41.78,8060.3,0.02,100.0,229
48,11,0.8405,449.44,555.54,1.02,41.84,8061.52,0.02,100.0,228
48,12,0.62,462.54,536.83,0.94,36.59,7862.38,0.02,84.93,227
48,13,0.84,449.44,555.49,1.02,41.61,8061.84,0.02,100.0,226
48,14,0.62,462.54,536.24,0.94,36.66,7868.82,0.02,84.93,225
48,15,0.8414,445.0,549.01,1.02,41.94,8080.89,0.02,100.0,224
48,16,0.0001,518.67,642.37,1.3,47.51,8121.38,0.03,100.0,223
48,17,0.84,445.0,549.13,1.02,41.88,8080.21,0.02,100.0,222
48,18,0.0016,518.67,642.97,1.3,47.17,8131.33,0.03,100.0,221
48,19,0.84,449.44,555.49,1.02,41.76,8059.44,0.02,100.0,220
48,20,0.84,445.0,549.63,1.02,42.08,8072.56,0.02,100.0,219
48,21,0.0,518.67,642.37,1.3,47.29,8128.73,0.03,100.0,218
48,22,0.7019,491.19,607.28,1.08,44.24,8057.29,0.02,100.0,217
48,23,0.8404,445.0,549.13,1.02,42.08,8079.96,0.02,100.0,216
48,24,0.84,445.0,549.65,1.02,41.93,8073.18,0.02,100.0,215
48,25,0.62,462.54,536.2,0.94,36.73,7866.0,0.02,84.93,214
48,26,0.7,491.19,607.29,1.07,44.33,8053.48,0.02,100.0,213
48,27,0.6209,462.54,536.49,0.94,36.73,7868.43,0.02,84.93,212
48,28,0.7,491.19,607.39,1.08,44.34,8054.29,0.02,100.0,211
48,29,0.8416,449.44,555.42,1.02,41.72,8065.5,0.02,100.0,210
48,30,0.7,491.19,606.85,1.08,44.36,8050.25,0.02,100.0,209
48,31,0.7,491.19,607.2,1.08,44.34,8060.86,0.02,100.0,208
48,32,0.8408,445.0,549.63,1.02,42.03,8076.18,0.02,100.0,207
48,33,0.8405,445.0,549.26,1.02,41.97,8074.58,0.02,100.0,206
48,34,0.84,449.44,555.38,1.02,41.57,8061.94,0.02,100.0,205
